0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-272.381103515625,132.97555541992188,-58.29716491699219,14.387018203735352,-19.731338500976562,8.232230186462402,16.675100326538086,-29.68099594116211,8.486358642578125,1.8428168296813965,-20.025705337524414,-10.814555168151855,-22.354412078857422,-9.051779747009277,-20.775711059570312,-4.627194404602051,8.772127151489258,5.4043989181518555,9.8795804977417,14.832735061645508,angry
-213.3536404151988,73.57364599951168,-28.633902141351903,-0.4410044224810208,-8.702954517997505,3.4485263145372547,8.477184015262761,-17.138362394807885,0.7758004502800168,1.0942173895683065,-15.462420872654821,-14.02990938948377,-16.449663672676802,-13.461955763750861,-15.998769098959041,-5.012730669339665,8.030808818688586,6.878397606892102,9.705846320965739,11.775527738674715,angry
-257.08636474609375,99.31061553955078,-93.34194946289062,26.099565505981445,-39.54948043823242,28.820594787597656,-23.689708709716797,-10.486879348754883,6.975856781005859,-35.88800811767578,-11.623559951782227,-16.618314743041992,1.2900550365447998,-2.0636355876922607,19.516006469726562,14.311628341674805,-1.4986273050308228,11.706034660339355,-6.5999321937561035,-1.8333206176757812,angry
-324.718017578125,149.8875732421875,-17.795886993408203,33.855377197265625,-3.2739646434783936,15.846522331237793,14.925138473510742,-6.633802890777588,6.166162967681885,-4.605431079864502,-13.474894523620605,-7.8400115966796875,-21.723026275634766,-1.3192353248596191,-6.773160457611084,-18.949525833129883,-8.67577075958252,-9.729398727416992,-4.259975433349609,-7.862788677215576,angry
-161.83881218758572,35.725698513431674,10.64348854129392,13.703850812078377,8.021724305415288,4.300134515042596,4.892396968364519,1.9104321723614266,0.5521857278393331,-3.577448801124502,-7.255099059332443,-7.903058721018182,-10.693964077113154,-7.809342752008833,-7.021386254631183,-10.765126740661064,-9.023370686729802,-8.22040382534407,-7.424992982364064,-6.238567511344616,angry
-320.74920654296875,120.22083282470703,-34.761375427246094,39.46366500854492,-19.0919246673584,23.04248809814453,-7.411745548248291,-4.831984996795654,-5.890146732330322,-26.38277244567871,-6.640798091888428,-21.484054565429688,-1.4059674739837646,-17.232206344604492,-21.38124656677246,-3.5059292316436768,-15.992368698120117,-2.9055027961730957,-1.079779863357544,14.818107604980469,angry
-338.3525390625,115.87858581542969,-30.41716766357422,14.22429084777832,-12.18797492980957,-3.8616957664489746,5.097397804260254,-10.029906272888184,-6.410534381866455,-6.886401653289795,-14.941534042358398,-11.534263610839844,-20.309261322021484,-13.557271957397461,-12.616656303405762,-15.81585693359375,-13.396174430847168,-7.085443496704102,8.941184997558594,10.215279579162598,angry
-138.4240732306912,17.7377861692062,-4.797725587066542,-0.5071479839330572,-1.5864691201630665,-3.4747991836196253,-0.7636507835370426,-4.095452616055034,-4.225915002100057,-3.283519926250383,-3.442246767048356,-5.5332095724295876,-7.491385298688718,-7.282889854978278,-6.648796060063484,-5.993049673054489,-5.542688600972145,-1.8689319371375204,3.088145306929902,5.161574058246766,angry
-345.32440185546875,102.96170043945312,-68.95460510253906,23.527971267700195,-34.95676803588867,-0.18409815430641174,-9.236149787902832,-16.387317657470703,-9.490618705749512,-22.4686336517334,-20.649383544921875,-25.83444595336914,-18.124019622802734,-12.28835391998291,-3.3676791191101074,13.392911911010742,20.421875,15.23800277709961,-0.14771761000156403,3.085414409637451,angry
-272.7456970214844,127.99130249023438,-37.97148895263672,32.36281204223633,16.796066284179688,-11.189998626708984,-6.670154094696045,-10.463321685791016,-5.74519681930542,-4.418056488037109,-10.484707832336426,0.8643960356712341,-8.374580383300781,8.192790985107422,-14.226963996887207,-10.473047256469727,1.2402538061141968,0.5609804391860962,10.898028373718262,16.513519287109375,angry
